score_binary;PRF;GetSystemTimeAsFileTime;LdrLoadDll;LdrGetProcedureAddress;GetFileType;LdrGetDllHandle;SetUnhandledExceptionFilter;GetSystemInfo;NtAllocateVirtualMemory;RegCreateKeyExA;RegQueryValueExA;RegSetValueExA;RegCloseKey;CryptAcquireContextA;CryptCreateHash;CryptHashData;NtOpenSection;NtMapViewOfSection;RegOpenKeyExW;RegQueryValueExW;;NtOpenKey;NtQueryValueKey;NtClose;NtEnumerateValueKey;RegOpenKeyExA;CreateDirectoryW;GetFileAttributesExW;CoInitializeEx;WriteConsoleA;NtCreateFile;GetTimeZoneInformation;SetFilePointerEx;NtWriteFile;NtDeviceIoControlFile;GetSystemWindowsDirectoryW;NtOpenFile;DeviceIoControl;RegCreateKeyExW;RegSetValueExW;NtReadFile;NtFreeVirtualMemory;NtCreateSection;WSAStartup;NtCreateThreadEx;NtDuplicateObject;NtResumeThread;FindResourceExW;LoadResource;LdrUnloadDll;NtQuerySystemInformation;GlobalMemoryStatusEx;RegEnumValueW;CreateToolhelp32Snapshot;Process32FirstW;Process32NextW;NtOpenProcess;LookupAccountSidW;GetAdaptersAddresses;GetBestInterfaceEx;RegEnumKeyExW;CoUninitialize;getaddrinfo;FindFirstFileExW;NtQueryDirectoryFile;NtCreateMutant;GetFileVersionInfoSizeW;GetFileVersionInfoW;GetAddrInfoW;WSASocketW;bind;setsockopt;NtSetInformationFile;getsockname;WSASend;WSARecv;CertOpenStore;CryptDecodeObjectEx;RegEnumKeyExA;RegQueryInfoKeyW;NtSetValueKey;LoadStringW;CertControlStore;GetFileSize;GetTempPathW;GetSystemDirectoryW;GetNativeSystemInfo;GetShortPathNameW;SetFilePointer;SetFileTime;DeleteFileW;OpenSCManagerW;OpenServiceW;CreateThread;UuidCreate;NtOpenThread;StartServiceW;SetEndOfFile;FindResourceA;SizeofResource;closesocket;CoInitializeSecurity;CoCreateInstance;GetUserNameExW;GetComputerNameW;CopyFileW;CreateServiceW;NtDelayExecution;SHGetFolderPathW;SetFileInformationByHandle;NtUnmapViewOfSection;NtTerminateProcess;shutdown;__exception__;GetSystemDirectoryA;GetVolumePathNameW;NtQueryInformationFile;SetErrorMode;NtQueryKey;NtOpenKeyEx;NtQueryAttributesFile;NtCreateKey;NtEnumerateKey;RegDeleteValueW;COleScript_Compile;MessageBoxTimeoutW;NtProtectVirtualMemory;FindResourceW;OleInitialize;CreateActCtxW;GetVolumeNameForVolumeMountPointW;RegEnumKeyW;GetVolumePathNamesForVolumeNameW;GetFileSizeEx;GetFileInformationByHandleEx;GetForegroundWindow;DrawTextExW;GetSystemMetrics;NtOpenMutant;LoadStringA;CreateProcessInternalW;RemoveDirectoryA;SendNotifyMessageA;GetSystemWindowsDirectoryA;SendNotifyMessageW;SearchPathW;GetKeyState;DrawTextExA;GetCursorPos;EnumWindows;GetDiskFreeSpaceExW;GetComputerNameA;GetUserNameA;FindWindowW;NetShareEnum;GetFileInformationByHandle;RegDeleteKeyA;RegDeleteKeyW;SetWindowsHookExA;GetKeyboardState;GetDiskFreeSpaceW;SetWindowsHookExW;IsDebuggerPresent;FindWindowExW;GetAsyncKeyState;NtQueryFullAttributesFile;SetFileAttributesW;RemoveDirectoryW;SHGetSpecialFolderLocation;ShellExecuteExW;socket;gethostbyname;ioctlsocket;connect;select;send;recv;CryptAcquireContextW;timeGetTime;NetGetJoinInformation;LookupPrivilegeValueW;ReadProcessMemory;NtOpenDirectoryObject;MoveFileWithProgressW;NtDeleteKey;EncryptMessage;DecryptMessage;CoGetClassObject;WriteConsoleW;OutputDebugStringA;NtTerminateThread;FindWindowA;InternetCrackUrlA;InternetOpenA;InternetSetOptionA;InternetConnectA;HttpOpenRequestA;OpenSCManagerA;OpenServiceA;InternetQueryOptionA;HttpSendRequestA;InternetCloseHandle;RtlAddVectoredExceptionHandler;RtlRemoveVectoredExceptionHandler;FindResourceExA;GetUserNameExA;RtlAddVectoredContinueHandler;SetStdHandle;GlobalMemoryStatus;CopyFileA;UnhookWindowsHookEx;Thread32First;Thread32Next;Module32FirstW;Module32NextW;listen;accept;InternetCrackUrlW;CoCreateInstanceEx;IWbemServices_ExecQuery;CryptDecrypt;CryptGenKey;CryptExportKey;CryptEncrypt;GetUserNameW
2.2;0;0;71;752;2;48;1;6;55;43;59;23;241;1;0;0;1;12;130;109;8;34;21;200;0;86;2;3;9;0;35;0;1;18;49;15;3;1;15;3;273;11;6;0;0;15;0;29;31;11;0;0;55;0;0;0;8;0;2;0;27;4;0;5;0;10;0;0;0;0;0;0;4;0;0;0;2;4;34;39;5;172;0;4;1;4;1;0;36181;0;0;0;0;63;2;2;0;0;12;12;0;1;14;0;0;0;0;34;2;0;11;0;0;0;0;0;5;6;2;0;2;0;0;0;0;0;2;0;0;1;0;0;0;0;0;8;279;11297;2;0;0;0;0;0;0;0;4906;0;3;0;0;0;1;1;0;0;0;16;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;65;0;1;2;2;10;2;2;2;2;1;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2.2;0;0;71;752;50;48;1;6;59;5;24;20;163;1;0;0;1;12;128;107;8;34;21;248;0;48;2;3;9;0;82;0;1;24;49;15;3;1;15;3;373;8;6;0;0;15;0;29;31;11;0;0;55;0;0;0;8;0;2;0;27;4;0;5;0;10;0;0;0;0;0;0;4;0;0;0;2;4;34;39;5;172;0;4;1;4;1;0;36221;0;3;0;0;63;2;2;0;0;12;12;0;1;14;0;0;0;0;34;2;0;11;0;0;0;0;0;5;6;2;0;2;0;0;0;0;0;2;0;0;1;0;0;0;0;0;2;299;11275;2;0;0;0;0;0;0;0;4978;0;3;0;0;0;1;1;0;0;0;16;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;65;0;1;2;2;10;2;2;2;2;1;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.0;0;8;4;12;0;4;0;2;0;0;0;0;16;0;0;0;0;2;20;15;1;3;3;15;0;0;0;0;0;0;3;0;0;0;0;0;5;0;0;0;0;1;2;0;0;0;0;0;0;1;1;0;3;0;0;0;0;0;0;0;4;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;2;2;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.0;0;8;4;12;0;4;0;2;0;0;0;0;16;0;0;0;0;2;20;15;1;3;3;15;0;0;0;0;0;0;3;0;0;0;0;0;5;0;0;0;0;1;2;0;0;0;0;0;0;1;1;0;3;0;0;0;0;0;0;0;4;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;2;2;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.0;0;8;4;12;0;4;0;2;0;0;0;0;16;0;0;0;0;2;20;15;1;3;3;15;0;0;0;0;0;0;3;0;0;0;0;0;5;0;0;0;0;1;2;0;0;0;0;0;0;1;1;0;3;0;0;0;0;0;0;0;4;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;2;2;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2.8;0;9;59;148;1;17;1;7;37;0;0;0;92;0;0;0;14;40;140;111;67;30;16;229;0;6;8;4;5;0;33;0;1;1;0;10;7;0;0;0;96;38;14;0;0;21;0;14;11;5;0;0;0;0;0;0;23;0;0;0;5;7;0;5;85;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;1;14;1;0;120;0;3;0;0;1;0;0;0;0;0;1;0;0;12;0;0;0;0;0;7;0;40;3;0;0;0;0;5;12;0;0;2;0;0;0;0;1;84;2;1;3;5;5;8;1;1;1;2;201;4;0;0;0;0;0;4;0;30;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.8;0;9;59;148;1;17;1;7;26;0;0;0;92;0;0;0;14;40;140;111;67;30;16;229;0;6;8;4;5;0;33;0;1;1;0;10;7;0;0;0;96;16;14;0;0;21;0;14;11;5;0;0;0;0;0;0;23;0;0;0;5;7;0;5;85;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;1;14;1;0;120;0;3;0;0;1;0;0;0;0;0;1;0;0;12;0;0;0;0;0;7;0;40;3;0;0;0;0;5;12;0;0;2;0;0;0;0;1;84;2;1;3;5;5;8;1;1;1;2;191;4;0;0;0;0;0;4;0;30;0;14;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.8;0;9;59;148;1;17;1;7;30;0;0;0;92;0;0;0;14;40;140;111;67;30;16;229;0;6;8;4;5;0;33;0;1;1;0;10;7;0;0;0;96;29;14;0;0;21;0;14;11;5;0;0;0;0;0;0;23;0;0;0;5;7;0;5;85;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;1;14;1;0;120;0;3;0;0;1;0;0;0;0;0;1;0;0;12;0;0;0;0;0;7;0;40;3;0;0;0;0;5;12;0;0;2;0;0;0;0;1;84;2;1;3;5;5;8;1;1;1;2;201;4;0;0;0;0;0;4;0;30;0;21;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.8;0;10;20;466;3;3;1;0;24;0;16;0;7;0;0;0;0;2;11;2;0;7;15;61;0;2;0;0;2;0;7;1;0;2;0;0;5;0;0;0;1;5;2;0;0;1;0;27;25;1;0;0;41;0;0;0;1;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;1;3;0;0;0;0;2;0;8;8;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;1;2;345;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
